id,abbr,VertexX,VertexY
26,MA,893,167
26,MA,890,172
26,MA,888,173
26,MA,888,172
26,MA,890,171
26,MA,891,169
26,MA,890,166
26,MA,887,168
26,MA,886,169
26,MA,886,171
26,MA,884,172
26,MA,882,168
26,MA,878,163
26,MA,876,162
26,MA,870,163
26,MA,865,165
26,MA,844,169
26,MA,843,164
26,MA,844,154
26,MA,848,153
26,MA,855,152
27,MI,697,177
27,MI,694,168
27,MI,692,159
27,MI,689,156
27,MI,687,154
27,MI,685,156
27,MI,681,157
27,MI,679,162
27,MI,677,166
27,MI,676,167
27,MI,674,166
27,MI,674,166
27,MI,671,165
27,MI,672,164
27,MI,672,163
27,MI,672,159
27,MI,672,159
27,MI,676,158
27,MI,676,154
