id,postal_code,top_category,raw_visitor_counts_mean,raw_visitor_counts_sum,raw_visitor_counts_median,placekey,est_year,zip_pop,raw_visitor_counts_mean_norm,raw_visitor_counts_sum_norm,raw_visitor_counts_median_norm,date,zipcode_ID
154,92119,Restaurants and Other Eating Places,97.41666666666669,2338,62.0,25,2019,23988,0.004061058306931244,0.09746539936634983,0.0025846256461564115,2021-02-01,18
155,92119,Restaurants and Other Eating Places,120.91666666666669,2902,90.0,25,2019,23988,0.005040714801845367,0.1209771552442888,0.003751875937968985,2021-03-01,18
156,92119,Restaurants and Other Eating Places,117.75,2826,92.5,25,2019,23988,0.004908704352176089,0.11780890445222612,0.0038560947140236783,2021-04-01,18
157,92119,Restaurants and Other Eating Places,126.6,3165,86.0,25,2019,23988,0.005277638819409704,0.1319409704852426,0.003585125896281474,2021-05-01,18
158,92119,Restaurants and Other Eating Places,135.83333333333334,3260,108.0,25,2019,23988,0.0056625534989717076,0.135901283975321,0.004502251125562781,2021-06-01,18
159,92119,Restaurants and Other Eating Places,131.375,3153,105.5,25,2019,23988,0.005476696681674171,0.1314407203601801,0.004398032349508087,2021-07-01,18
160,92119,Restaurants and Other Eating Places,124.04,3101,93.0,25,2019,23988,0.0051709187927297,0.12927296981824246,0.0038769384692346172,2021-08-01,18
161,92119,Restaurants and Other Eating Places,128.88,3222,97.0,25,2019,23988,0.0053726863431715855,0.13431715857928966,0.0040436885109221285,2021-09-01,18
162,92120,Restaurants and Other Eating Places,81.0909090909091,5352,51.0,70,2019,29245,0.002772812757425512,0.18300564199008376,0.0017438878440759105,2021-01-01,19
163,92120,Restaurants and Other Eating Places,91.28787878787878,6025,63.0,70,2019,29245,0.0031214867084246463,0.20601812275602668,0.002154214395623184,2021-02-01,19
164,92120,Restaurants and Other Eating Places,112.24615384615385,7296,75.0,70,2019,29245,0.0038381314360114156,0.249478543340742,0.0025645409471704572,2021-03-01,19
165,92120,Restaurants and Other Eating Places,114.51515151515152,7558,75.0,70,2019,29245,0.0039157172684271355,0.2584373397161908,0.0025645409471704572,2021-04-01,19
166,92120,Restaurants and Other Eating Places,127.0,8509,76.0,70,2019,29245,0.004342622670541973,0.29095571892631217,0.0025987348264660624,2021-05-01,19
167,92120,Restaurants and Other Eating Places,123.45454545454544,8148,71.0,70,2019,29245,0.0042213898257666424,0.2786117285005984,0.0024277654299880323,2021-06-01,19
